scenario,drive_v,cmd_dc_v,sag_v,source_ohm,source_current_ua,frequency_hz,command_model,all_diodes_in_range,any_diode_out_of_range,left_path_v,right_path_v,VNA_mag,VNA_db,VNB_mag,VNB_db,VCMD_NODE_mag,input_impedance_mag
b11_s6_s7_delivery_linear_r10k,2,1.7628560899624073,0.23714390991613987,10000,23.71439099161399,15000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,0.8905660921882914,0.8905660921882914,0.49579731740009136,-6.093916547793528,0.4957973097687731,-6.093916681486846,0.16526576992292438,11106.669569787662
b11_s6_s7_delivery_linear_r10k,2,1.7628560899624073,0.23714390991613987,10000,23.71439099161399,20000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,0.8905660921882914,0.8905660921882914,0.49579755937654435,-6.093912308601062,0.4957975550839256,-6.093912383803556,0.16526585169464186,11106.663974069614
b11_s6_s7_delivery_linear_r10k,3,2.5752708166650384,0.4247291832135085,10000,42.472918321350846,40,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,0.9838812136045648,0.9838812136045649,0.3225441020669098,-9.828217901206372,0.32067852433405236,-9.878602471248055,0.10689284144468414,11148.543785295988
b11_s6_s7_delivery_linear_r10k,3,2.5752708166650384,0.4247291832135085,10000,42.472918321350846,100,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,0.9838812136045648,0.9838812136045649,0.3744986374017332,-8.53099516249376,0.37414498217869513,-8.539201498286626,0.12471499405956503,9497.555922416579
b11_s6_s7_delivery_linear_r10k,3,2.5752708166650384,0.4247291832135085,10000,42.472918321350846,1000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,0.9838812136045648,0.9838812136045649,0.3877906021513605,-8.22805439938355,0.3877869259033108,-8.228136741854,0.12926230863443694,9152.869792623907
b11_s6_s7_delivery_linear_r10k,3,2.5752708166650384,0.4247291832135085,10000,42.472918321350846,5000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,0.9838812136045648,0.9838812136045649,0.387927085170678,-8.224997935737385,0.3879269380634801,-8.225001229544848,0.12930897935449334,9149.463743454562
b11_s6_s7_delivery_linear_r10k,3,2.5752708166650384,0.4247291832135085,10000,42.472918321350846,15000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,0.9838812136045648,0.9838812136045649,0.3879321430787916,-8.224884687276646,0.38793212673331157,-8.224885053255699,0.12931070891110386,9149.337569109135
b11_s6_s7_delivery_linear_r10k,3,2.5752708166650384,0.4247291832135085,10000,42.472918321350846,20000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,0.9838812136045648,0.9838812136045649,0.3879324196892868,-8.224878493906436,0.3879324104949471,-8.224878699769668,0.12931080349831567,9149.330668899367
b11_s6_s7_delivery_linear_r10k,5,4.185581096371762,0.8144189034703491,10000,81.4418903470349,40,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.0964636704674553,1.0964636704674555,0.21990440604785547,-13.155321378850527,0.21619187038684207,-13.303212823058086,0.07206395679561402,10038.793318848891
b11_s6_s7_delivery_linear_r10k,5,4.185581096371762,0.8144189034703491,10000,81.4418903470349,100,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.0964636704674553,1.0964636704674555,0.2628932799403536,-11.60441030313887,0.26214247825985454,-11.629251982511132,0.0873808260866182,8141.363237374459
b11_s6_s7_delivery_linear_r10k,5,4.185581096371762,0.8144189034703491,10000,81.4418903470349,1000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.0964636704674553,1.0964636704674555,0.2751567297630344,-11.208397215609391,0.2751487855998797,-11.208647993123,0.09171626186662657,7731.4920925030665
b11_s6_s7_delivery_linear_r10k,5,4.185581096371762,0.8144189034703491,10000,81.4418903470349,5000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.0964636704674553,1.0964636704674555,0.2752857586269291,-11.204325108110137,0.27528544067767885,-11.204335140135427,0.09176181355922626,7727.411061567985
b11_s6_s7_delivery_linear_r10k,5,4.185581096371762,0.8144189034703491,10000,81.4418903470349,15000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.0964636704674553,1.0964636704674555,0.27529054154734195,-11.20417419744129,0.27529050621889484,-11.204175312114575,0.09176350207296494,7727.259870847164
b11_s6_s7_delivery_linear_r10k,5,4.185581096371762,0.8144189034703491,10000,81.4418903470349,20000,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.0964636704674553,1.0964636704674555,0.27529080312170057,-11.204165944324714,0.27529078324942596,-11.204166571328553,0.0917635944164753,7727.251602519223
b11_s6_s7_delivery_linear_r10k,8,6.588208595514073,1.4117914043319866,10000,141.17914043319865,40,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.1998639611684094,1.1998639611684094,0.1571006672961736,-16.07643940519283,0.15092148726191182,-16.424978473547682,0.050307162420637264,9478.65098537803
b11_s6_s7_delivery_linear_r10k,8,6.588208595514073,1.4117914043319866,10000,141.17914043319865,100,B11/S6/S7 finite small-signal output impedance 10000 Ohm,true,false,1.1998639611684094,1.1998639611684094,0.18659454730762592,-14.582021028383018,0.1852585117660465,-14.644436581617448,0.06175283725534883,7424.393242558376
